"IdVenta","Fecha","Fecha_Entrega","IdCanal","IdCliente","IdSucursal","IdEmpleado","IdProducto","Precio","Cantidad"
21635,"2019-05-31","2019-06-01",1,2624,10,10002411,42838,897.38,2
21636,"2019-06-15","2019-06-19",2,1773,10,10002411,42861,542.0,2
21637,"2019-08-05","2019-08-08",1,454,10,10002411,42837,430.32,2
21638,"2019-08-10","2019-08-17",2,1400,10,10002411,42873,560.0,2
21639,"2019-09-04","2019-09-09",2,1265,10,10002411,42834,818.84,2
21640,"2019-12-07","2019-12-17",3,2938,10,10002411,42819,860.42,1
21641,"2019-12-20","2019-12-24",2,2829,10,10002411,42842,353.32,1
21642,"2020-01-10","2020-01-18",3,2112,10,10002411,42839,353.32,2
21643,"2020-01-16","2020-01-20",2,894,10,10002411,42859,610.0,2
21644,"2020-05-23","2020-05-28",2,681,10,10002411,42878,560.0,2
21693,"2019-01-05","2019-01-13",3,2001,10,10002411,42915,1765.0,3
21694,"2019-01-10","2019-01-11",1,3377,10,10002411,42918,789.0,1
21695,"2019-01-17","2019-01-24",2,818,10,10002411,42893,515.0,3
21696,"2019-03-07","2019-03-08",2,1607,10,10002411,42943,2190.0,2
21697,"2019-10-21","2019-10-22",1,740,10,10002411,42910,1502.0,2
21698,"2019-11-07","2019-11-10",2,654,10,10002411,42931,324.0,3
21699,"2020-01-28","2020-02-01",1,2888,10,10002411,42945,3210.0,2
21700,"2020-02-04","2020-02-08",1,2661,10,10002411,42934,1789.0,1
21701,"2020-02-18","2020-02-26",1,2274,10,10002411,42940,2162.0,2
21702,"2020-04-06","2020-04-09",3,1071,10,10002411,42947,2974.0,2
21703,"2020-04-17","2020-04-18",2,244,10,10002411,42932,156.0,2
21704,"2020-05-02","2020-05-06",1,3401,10,10002411,42917,1351.35,1
21747,"2019-02-12","2019-02-16",1,1867,10,10002411,42972,2741.0,3
21748,"2019-02-16","2019-02-21",2,1335,10,10002411,42979,113.0,2
21749,"2019-04-29","2019-05-03",2,2650,10,10002411,42980,114.0,3
21750,"2019-05-23","2019-05-24",1,3237,10,10002411,42976,216.0,2
21751,"2019-06-04","2019-06-11",3,1154,10,10002411,42981,52.0,3
21752,"2019-08-19","2019-08-29",2,161,10,10002411,42982,13.0,3
21753,"2019-11-04","2019-11-09",3,796,10,10002411,43013,354.0,2
21754,"2019-11-15","2019-11-16",2,677,10,10002411,42972,2741.0,2
21755,"2019-11-19","2019-11-24",3,846,10,10002411,42978,112.0,1
21756,"2020-03-16","2020-03-21",2,1208,10,10002411,42970,3001.0,1
21770,"2019-03-19","2019-03-23",2,2247,10,10002411,43025,550.0,3
21771,"2019-11-05","2019-11-15",2,326,10,10002411,43035,1159.0,2
21772,"2019-12-23","2019-12-30",3,1640,10,10002411,43019,413.0,2
21774,"2020-05-16","2020-05-19",2,1338,10,10002411,43019,413.0,2
21775,"2020-03-16","2020-03-19",2,88,10,10002411,42893,515.0,2
21777,"2020-02-07","2020-02-10",2,1651,10,10002411,42847,2846.58,2
21778,"2020-01-22","2020-01-23",3,906,10,10002411,42894,515.0,1
21779,"2020-01-02","2020-01-12",2,2053,10,10002411,42901,196.0,2
21780,"2020-01-07","2020-01-12",2,3262,10,10002411,42995,364.0,3
21781,"2020-01-11","2020-01-16",2,1261,10,10002411,43015,483.0,3
21782,"2020-01-20","2020-01-25",2,1835,10,10002411,43029,1094.0,1
21783,"2020-04-25","2020-04-27",1,2773,10,10002411,42812,376.64,2
21784,"2020-04-08","2020-04-14",1,579,10,10002411,42940,2162.0,2
21785,"2020-03-18","2020-03-22",2,1413,10,10002411,42942,2749.0,1
21786,"2020-05-15","2020-05-17",1,2710,10,10002411,42801,2802.8,2
21787,"2020-05-30","2020-06-04",2,2999,10,10002411,42854,1115.0,1
21789,"2020-04-02","2020-04-10",1,307,10,10002120,42771,2554.2,2
21790,"2020-05-13","2020-05-16",2,481,10,10002120,42777,2557.5,2
21796,"2019-01-29","2019-02-01",2,1820,10,10002120,42823,904.42,2
21797,"2019-04-11","2019-04-19",2,2085,10,10002120,42835,818.84,1
21802,"2019-07-08","2019-07-09",2,2453,10,10002120,42976,216.0,2
21804,"2020-05-05","2020-05-06",2,365,10,10002120,42984,258.0,1
21807,"2019-03-26","2019-04-03",3,3361,10,10002120,43036,744.0,1
21811,"2020-01-25","2020-02-03",2,484,10,10002120,42783,2452.34,3
21812,"2020-03-03","2020-03-12",2,579,10,10002120,42779,9555.04,3
21818,"2019-01-26","2019-02-01",2,1896,10,10002120,42845,823.24,2
21830,"2020-01-17","2020-01-20",2,1624,10,10002120,42891,515.0,1
21836,"2019-08-21","2019-08-24",2,2257,10,10002120,42956,2093.0,2
21837,"2019-08-30","2019-09-08",2,810,10,10002120,42995,364.0,2
21838,"2020-01-09","2020-01-18",2,1221,10,10002120,42981,52.0,1
21843,"2019-02-04","2019-02-07",3,1445,10,10002120,43030,1175.0,3
21872,"2019-02-25","2019-03-02",2,2283,10,10002120,42790,762.96,2
21873,"2019-02-27","2019-03-06",2,206,10,10002120,42773,8703.64,1
21874,"2019-03-06","2019-03-11",1,2876,10,10002120,42800,1642.74,2
21875,"2019-05-13","2019-05-23",1,1866,10,10002120,42782,3373.92,1
21876,"2019-05-15","2019-05-18",2,2958,10,10002120,42776,1423.4,1
21877,"2019-07-16","2019-07-17",1,2334,10,10002120,42786,795.74,1
21878,"2019-07-23","2019-07-27",1,2219,10,10002120,42794,305.36,2
21879,"2019-07-30","2019-08-03",2,481,10,10002120,42793,871.86,1
21880,"2019-08-03","2019-08-08",1,48,10,10002120,42814,369.82,3
21881,"2019-11-01","2019-11-06",2,438,10,10002120,42774,6048.9,3
21882,"2019-12-19","2019-12-20",2,3,10,10002120,42816,1254.88,2
21883,"2020-04-23","2020-04-26",2,1204,10,10002120,42757,1784.42,2
21925,"2019-01-09","2019-01-12",1,948,10,10002120,42837,430.32,3
21926,"2019-01-09","2019-01-10",3,1501,10,10002120,42877,560.0,2
21927,"2019-01-15","2019-01-16",2,1730,10,10002120,42839,353.32,3
21928,"2019-01-19","2019-01-24",3,2287,10,10002120,42873,560.0,1
21929,"2019-03-21","2019-03-25",3,52,10,10002120,42842,353.32,2
21930,"2019-04-13","2019-04-14",2,288,10,10002120,42881,498.0,2
21931,"2019-04-27","2019-05-02",2,2967,10,10002120,42867,199.0,10
21932,"2019-05-31","2019-06-01",2,2624,10,10002120,42838,897.38,2
21933,"2019-06-17","2019-06-25",2,1418,10,10002120,42873,560.0,1
21934,"2019-08-10","2019-08-17",1,1400,10,10002120,42873,560.0,3
21935,"2019-09-21","2019-09-22",3,2952,10,10002120,42830,486.42,2
21936,"2019-12-14","2019-12-16",1,647,10,10002120,42843,684.2,2
21937,"2020-01-10","2020-01-18",2,2112,10,10002120,42839,353.32,1
21938,"2020-05-13","2020-05-14",2,132,10,10002120,42860,587.0,3
21939,"2020-05-23","2020-05-28",1,681,10,10002120,42878,560.0,3
21987,"2019-01-05","2019-01-10",2,2457,10,10002120,42895,515.0,3
21988,"2019-01-10","2019-01-11",2,3377,10,10002120,42918,789.0,2
21989,"2019-01-23","2019-01-26",1,2242,10,10002120,42932,156.0,2
21990,"2019-04-10","2019-04-15",3,2871,10,10002120,42909,1500.0,3
21991,"2019-06-21","2019-06-26",2,1032,10,10002120,42915,1765.0,2
21992,"2019-07-05","2019-07-09",3,1778,10,10002120,42915,1765.0,3
21993,"2019-07-06","2019-07-10",3,1857,10,10002120,42899,199.0,3
21994,"2019-10-21","2019-10-22",1,740,10,10002120,42910,1502.0,2
21995,"2019-11-07","2019-11-10",1,654,10,10002120,42931,324.0,2
21996,"2019-11-07","2019-11-10",2,1685,10,10002120,42947,2974.0,1
21997,"2019-11-16","2019-11-21",1,3372,10,10002120,42921,756.0,2
21998,"2020-01-02","2020-01-07",1,1478,10,10002120,42891,515.0,2
21999,"2020-01-28","2020-02-01",1,2888,10,10002120,42945,3210.0,3
22000,"2020-02-18","2020-02-26",2,2274,10,10002120,42940,2162.0,2
22038,"2019-02-12","2019-02-16",3,1867,10,10002120,42972,2741.0,3
22039,"2019-02-16","2019-02-21",1,1335,10,10002120,42979,113.0,1
22040,"2019-03-19","2019-03-24",1,32,10,10002120,42957,2789.0,3
22041,"2019-04-04","2019-04-12",2,1908,10,10002120,42992,570.0,1
22042,"2019-05-03","2019-05-06",3,1990,10,10002120,42992,570.0,1
22043,"2019-05-23","2019-05-24",2,3237,10,10002120,42976,216.0,2
22044,"2019-06-04","2019-06-11",2,1154,10,10002120,42981,52.0,1
22045,"2019-08-19","2019-08-29",2,161,10,10002120,42982,13.0,1
22046,"2019-11-04","2019-11-09",3,796,10,10002120,43013,354.0,1
22047,"2019-11-19","2019-11-24",2,846,10,10002120,42978,112.0,1
22048,"2019-11-19","2019-11-24",1,2802,10,10002120,43017,358.0,1
22049,"2020-03-16","2020-03-21",1,1208,10,10002120,42970,3001.0,10
22066,"2019-03-19","2019-03-23",2,2247,10,10002120,43025,550.0,3
22067,"2019-06-26","2019-07-01",2,340,10,10002120,43034,1004.0,2
22069,"2020-01-28","2020-02-03",2,12,10,10002120,43012,510.0,1
22070,"2020-04-13","2020-04-16",2,321,10,10002120,42971,2762.0,2
22071,"2020-03-26","2020-03-29",3,426,10,10002120,43010,387.0,1
22072,"2020-01-22","2020-01-23",3,906,10,10002120,42894,515.0,2
22073,"2020-02-10","2020-02-15",2,519,10,10002120,42931,324.0,3
22074,"2020-01-07","2020-01-12",2,3262,10,10002120,42995,364.0,2
22075,"2020-01-20","2020-01-25",2,1835,10,10002120,43029,1094.0,1
22076,"2020-03-28","2020-03-31",2,2578,10,10002120,42909,1500.0,3
22077,"2020-03-23","2020-03-28",2,2984,10,10002120,42973,123.0,3
22078,"2020-03-20","2020-03-24",1,1515,10,10002120,42982,13.0,1
22079,"2020-05-15","2020-05-17",1,2710,10,10002120,42801,2802.8,2
22080,"2020-05-30","2020-06-04",1,2999,10,10002120,42854,1115.0,2
22088,"2019-04-11","2019-04-19",3,2085,10,10002157,42835,818.84,2
22089,"2020-03-06","2020-03-07",2,2133,10,10002157,42879,560.0,2
22093,"2019-06-27","2019-07-05",1,231,10,10002157,43010,387.0,1
22094,"2019-07-08","2019-07-09",2,2453,10,10002157,42976,216.0,3
22104,"2020-01-15","2020-01-18",2,1703,10,10002157,42816,1254.88,2
22109,"2019-01-26","2019-02-01",3,1896,10,10002157,42845,823.24,3
22110,"2020-03-20","2020-03-28",3,2786,10,10002157,42827,512.38,3
22117,"2019-10-15","2019-10-18",1,1373,10,10002157,42905,456.0,1
22118,"2019-12-11","2019-12-14",2,1523,10,10002157,42897,515.0,1
22127,"2019-08-21","2019-08-24",2,2257,10,10002157,42956,2093.0,2
22128,"2019-08-30","2019-09-08",2,810,10,10002157,42995,364.0,2
22157,"2019-01-03","2019-01-11",2,2262,10,10002157,42797,4845.5,1
22158,"2019-02-27","2019-03-06",2,206,10,10002157,42773,8703.64,2
22159,"2019-05-10","2019-05-18",2,1365,10,10002157,42766,7011.62,2
22160,"2019-05-30","2019-05-31",2,2674,10,10002157,42787,1366.42,2
22161,"2019-06-21","2019-06-26",3,2895,10,10002157,42817,813.12,1
22162,"2019-07-16","2019-07-17",2,2334,10,10002157,42786,795.74,3
22163,"2019-07-23","2019-07-27",2,2219,10,10002157,42794,305.36,1
22164,"2019-07-30","2019-08-03",2,481,10,10002157,42793,871.86,1
22165,"2019-11-21","2019-11-26",3,65,10,10002157,42759,1800.48,1
22166,"2019-12-03","2019-12-11",2,1948,10,10002157,42796,457.82,3
22167,"2019-12-19","2019-12-20",2,3,10,10002157,42816,1254.88,3
22169,"2020-04-17","2020-04-19",2,2278,10,10002157,42779,9555.04,3
22170,"2020-04-23","2020-04-26",2,1204,10,10002157,42757,1784.42,2
22171,"2020-04-30","2020-05-07",2,1726,10,10002157,42776,1423.4,2
22208,"2019-01-04","2019-01-07",2,2225,10,10002157,42826,537.24,2
22209,"2019-01-04","2019-01-12",2,2130,10,10002157,42882,498.0,2
22210,"2019-01-09","2019-01-12",2,948,10,10002157,42837,430.32,2
22211,"2019-01-09","2019-01-10",2,1501,10,10002157,42877,560.0,1
22212,"2019-01-09","2019-01-14",3,2663,10,10002157,42878,560.0,2
22213,"2019-01-15","2019-01-16",2,1730,10,10002157,42839,353.32,2
22214,"2019-01-19","2019-01-24",1,2287,10,10002157,42873,560.0,3
22215,"2019-03-21","2019-03-25",3,52,10,10002157,42842,353.32,2
22216,"2019-04-27","2019-05-02",2,2967,10,10002157,42867,199.0,1
22217,"2019-05-08","2019-05-09",3,2298,10,10002157,42843,684.2,2
22218,"2019-05-31","2019-06-01",2,2624,10,10002157,42838,897.38,3
22219,"2019-06-15","2019-06-19",2,1773,10,10002157,42861,542.0,3
22220,"2019-06-17","2019-06-25",1,1418,10,10002157,42873,560.0,1
22221,"2019-08-05","2019-08-08",2,454,10,10002157,42837,430.32,1
22222,"2019-09-04","2019-09-09",2,1265,10,10002157,42834,818.84,2
22223,"2019-09-11","2019-09-12",3,2688,10,10002157,42852,152.0,1
22224,"2019-10-30","2019-11-04",2,111,10,10002157,42820,652.74,1
22225,"2019-12-20","2019-12-24",2,2829,10,10002157,42842,353.32,2
22226,"2020-01-16","2020-01-20",2,894,10,10002157,42859,610.0,3
22227,"2020-03-30","2020-04-06",2,1238,10,10002157,42838,897.38,1
22228,"2020-05-06","2020-05-11",2,1935,10,10002157,42820,652.74,1
22229,"2020-05-13","2020-05-14",2,132,10,10002157,42860,587.0,3
22271,"2019-01-05","2019-01-13",2,2001,10,10002157,42915,1765.0,2
22272,"2019-01-05","2019-01-10",2,2457,10,10002157,42895,515.0,3
22273,"2019-01-17","2019-01-24",2,818,10,10002157,42893,515.0,3
22274,"2019-01-21","2019-01-31",2,1489,10,10002157,42944,3686.0,1
22275,"2019-01-23","2019-01-26",2,2242,10,10002157,42932,156.0,3
22276,"2019-03-07","2019-03-08",2,1607,10,10002157,42943,2190.0,2
22277,"2019-04-10","2019-04-15",1,2871,10,10002157,42909,1500.0,3
22278,"2019-05-03","2019-05-04",2,1752,10,10002157,42903,269.0,2
22279,"2019-06-21","2019-06-26",1,1032,10,10002157,42915,1765.0,2
22280,"2019-07-05","2019-07-09",2,1778,10,10002157,42915,1765.0,1
22281,"2019-07-06","2019-07-10",1,1857,10,10002157,42899,199.0,1
22282,"2019-10-21","2019-10-22",2,740,10,10002157,42910,1502.0,3
22283,"2019-11-07","2019-11-10",2,654,10,10002157,42931,324.0,3
22284,"2019-11-16","2019-11-21",1,3372,10,10002157,42921,756.0,2
22285,"2019-12-02","2019-12-03",2,3201,10,10002157,42929,321.0,1
22286,"2020-01-02","2020-01-07",2,1478,10,10002157,42891,515.0,2
22287,"2020-02-04","2020-02-08",2,2661,10,10002157,42934,1789.0,3
22288,"2020-04-06","2020-04-09",2,1071,10,10002157,42947,2974.0,2
22328,"2019-05-03","2019-05-06",2,1990,10,10002157,42992,570.0,2
22329,"2019-11-15","2019-11-16",2,677,10,10002157,42972,2741.0,1
22330,"2019-11-19","2019-11-24",2,846,10,10002157,42978,112.0,1
22331,"2019-11-19","2019-11-24",2,2802,10,10002157,43017,358.0,1
22332,"2020-02-11","2020-02-12",1,736,10,10002157,42994,579.0,2
22333,"2020-02-29","2020-03-01",2,2158,10,10002157,43000,374.0,3
22334,"2020-03-16","2020-03-21",2,1208,10,10002157,42970,3001.0,2
22349,"2019-03-02","2019-03-06",2,2743,10,10002157,43018,437.0,2
22350,"2019-09-10","2019-09-14",2,99,10,10002157,43038,1163.0,3
22351,"2019-12-23","2019-12-30",2,1640,10,10002157,43019,413.0,3
22352,"2020-02-14","2020-02-19",2,1210,10,10002157,43032,953.0,3
22353,"2020-05-16","2020-05-19",2,1338,10,10002157,43019,413.0,2
22354,"2020-01-28","2020-02-03",1,12,10,10002157,43012,510.0,2
22355,"2020-05-20","2020-05-22",2,2071,10,10002157,42783,2452.34,1
22356,"2020-02-07","2020-02-10",2,1651,10,10002157,42847,2846.58,2
22357,"2020-01-22","2020-01-23",1,906,10,10002157,42894,515.0,1
22358,"2020-01-07","2020-01-12",1,3262,10,10002157,42995,364.0,1
22359,"2020-01-20","2020-01-25",2,1835,10,10002157,43029,1094.0,1
22360,"2020-03-11","2020-03-19",1,2945,10,10002157,42930,156.0,3
22361,"2020-04-06","2020-04-13",2,1361,10,10002157,42970,3001.0,2
22362,"2020-03-23","2020-03-28",2,2984,10,10002157,42973,123.0,2
22363,"2020-03-28","2020-04-02",2,1925,10,10002157,42999,547.0,1
22370,"2019-06-05","2019-06-13",2,2691,11,11002063,42777,2557.5,2
22371,"2019-08-30","2019-08-31",3,1520,11,11002063,42789,218.02,2
22372,"2019-10-07","2019-10-08",1,1621,11,11002063,42798,1556.28,1
22375,"2019-10-16","2019-10-24",2,3014,11,11002063,42859,610.0,1
22387,"2019-11-25","2019-12-03",2,715,11,11002063,42993,507.0,3
22399,"2019-12-02","2019-12-11",2,233,11,11002063,42926,79.0,2
22400,"2020-02-15","2020-02-24",2,442,11,11002063,42913,1357.0,2
22401,"2020-04-01","2020-04-04",2,1815,11,11002063,42903,269.0,2
22406,"2019-11-12","2019-11-20",3,12,11,11002063,43006,519.0,3
22407,"2020-03-23","2020-03-31",3,460,11,11002063,42959,4141.0,2
22408,"2020-04-06","2020-04-12",1,1274,11,11002063,43014,502.0,2
22409,"2020-05-13","2020-05-19",2,1387,11,11002063,42992,570.0,2
22443,"2019-02-09","2019-02-11",1,892,11,11002063,42737,1658.0,3
22444,"2019-04-08","2019-04-12",2,153,11,11002063,42798,1556.28,2
22445,"2019-09-24","2019-09-28",2,625,11,11002063,42783,2452.34,2
22446,"2019-10-10","2019-10-15",3,1403,11,11002063,42785,1597.42,2
22447,"2020-01-16","2020-01-21",2,513,11,11002063,42757,1784.42,2
22448,"2020-03-23","2020-03-27",2,3263,11,11002063,42796,457.82,3
22449,"2020-03-27","2020-03-28",2,292,11,11002063,42789,218.02,1
22485,"2019-01-28","2019-01-31",3,3314,11,11002063,42839,353.32,2
22486,"2019-07-04","2019-07-11",2,1304,11,11002063,42844,1810.38,1
22487,"2019-08-15","2019-08-20",2,3271,11,11002063,42824,584.76,2
22488,"2019-09-19","2019-09-23",2,2646,11,11002063,42835,818.84,1
22489,"2019-09-26","2019-10-01",2,144,11,11002063,42828,906.18,3
22490,"2019-10-08","2019-10-15",2,1146,11,11002063,42845,823.24,2
22491,"2019-10-14","2019-10-19",1,3311,11,11002063,42839,353.32,1
22492,"2019-10-25","2019-10-29",1,2756,11,11002063,42884,498.0,3
22493,"2019-12-30","2020-01-04",2,412,11,11002063,42836,823.24,2
22494,"2020-02-21","2020-02-25",2,2765,11,11002063,42884,498.0,1
22495,"2020-03-18","2020-03-19",1,1197,11,11002063,42866,199.0,1
22496,"2020-05-27","2020-05-30",2,708,11,11002063,42858,505.0,3
22532,"2019-06-27","2019-07-02",1,996,11,11002063,42923,753.0,2
22533,"2019-07-06","2019-07-13",2,856,11,11002063,42898,515.0,3
22534,"2019-07-31","2019-08-02",2,1245,11,11002063,42898,515.0,2
22535,"2019-08-01","2019-08-06",2,77,11,11002063,42901,196.0,2
22536,"2019-09-07","2019-09-12",3,185,11,11002063,42893,515.0,1
22537,"2019-10-01","2019-10-04",3,558,11,11002063,42928,123.0,1
22538,"2019-10-11","2019-10-21",2,2725,11,11002063,42935,2456.0,3
22539,"2020-05-12","2020-05-17",1,1821,11,11002063,42940,2162.0,3
22574,"2019-04-30","2019-05-05",1,591,11,11002063,42969,3839.0,1
22575,"2019-05-10","2019-05-14",2,2937,11,11002063,42983,354.0,3
22577,"2019-10-02","2019-10-03",2,1512,11,11002063,43004,373.0,1
22578,"2020-01-04","2020-01-07",2,25,11,11002063,42999,547.0,2
22579,"2020-01-14","2020-01-19",2,1025,11,11002063,42975,215.0,1
22580,"2020-03-07","2020-03-14",2,130,11,11002063,42976,216.0,3
22594,"2019-08-17","2019-08-22",1,1836,11,11002063,43024,508.0,1
22595,"2020-03-16","2020-03-20",1,599,11,11002063,43038,1163.0,1
22596,"2020-02-15","2020-02-18",2,1070,11,11002063,42928,123.0,3
22598,"2020-02-25","2020-03-04",2,576,11,11002063,42848,1588.0,1
22599,"2020-01-08","2020-01-15",2,781,11,11002063,42987,456.0,3
22600,"2020-03-10","2020-03-14",1,1216,11,11002063,42864,199.0,3
22601,"2020-03-17","2020-03-25",2,901,11,11002063,42899,199.0,3
22602,"2020-03-20","2020-03-30",2,1058,11,11002063,42904,135.0,2
22603,"2020-04-18","2020-04-23",2,2669,11,11002063,42965,2281.0,1
22604,"2020-04-09","2020-04-12",1,1400,11,11002063,42993,507.0,3
22605,"2020-04-16","2020-04-19",2,1513,11,11002063,43032,953.0,1
22606,"2020-05-25","2020-06-03",2,1105,11,11002063,42755,1079.32,3
22607,"2020-05-07","2020-05-08",1,585,11,11002063,42981,52.0,3
22611,"2019-06-05","2019-06-13",3,2691,11,11002059,42777,2557.5,1
22612,"2019-10-07","2019-10-08",1,1621,11,11002059,42798,1556.28,3
22625,"2019-08-26","2019-08-29",2,497,11,11002059,42975,215.0,3
22626,"2019-11-25","2019-12-03",1,715,11,11002059,42993,507.0,3
22627,"2019-12-17","2019-12-20",2,864,11,11002059,42973,123.0,2
22628,"2020-03-27","2020-03-28",1,236,11,11002059,43014,502.0,2
22629,"2019-10-08","2019-10-11",3,541,11,11002059,43042,1121.0,2
22636,"2019-01-11","2019-01-19",1,1102,11,11002059,42874,560.0,1
22637,"2019-01-31","2019-02-08",2,1150,11,11002059,42824,584.76,3
22638,"2019-03-30","2019-04-08",1,2837,11,11002059,42838,897.38,3
22644,"2019-02-01","2019-02-09",2,1110,11,11002059,42888,498.0,2
22645,"2019-12-02","2019-12-11",2,233,11,11002059,42926,79.0,1
22652,"2020-04-06","2020-04-12",2,1274,11,11002059,43014,502.0,3
22653,"2020-01-06","2020-01-12",2,852,11,11002059,43043,1159.0,2
22686,"2019-02-04","2019-02-11",2,532,11,11002059,42767,3485.68,1
22687,"2019-02-09","2019-02-11",2,892,11,11002059,42737,1658.0,1
22688,"2019-09-24","2019-09-28",1,625,11,11002059,42783,2452.34,2
22689,"2019-10-10","2019-10-15",2,1403,11,11002059,42785,1597.42,3
22690,"2019-11-21","2019-11-26",2,360,11,11002059,42759,1800.48,2
22691,"2020-01-16","2020-01-21",2,513,11,11002059,42757,1784.42,2
22692,"2020-02-07","2020-02-10",2,1013,11,11002059,42797,4845.5,2
22693,"2020-03-23","2020-03-27",2,3263,11,11002059,42796,457.82,3
22694,"2020-03-27","2020-03-28",2,292,11,11002059,42789,218.02,2
22733,"2019-01-28","2019-01-31",1,3314,11,11002059,42839,353.32,2
22734,"2019-02-25","2019-03-05",1,1131,11,11002059,42841,353.32,3
22735,"2019-06-03","2019-06-05",2,1143,11,11002059,42884,498.0,2
22736,"2019-06-07","2019-06-12",2,991,11,11002059,42869,199.0,2
22737,"2019-07-04","2019-07-11",2,1304,11,11002059,42844,1810.38,1
22738,"2019-09-19","2019-09-23",2,2646,11,11002059,42835,818.84,3
22739,"2019-09-26","2019-10-01",2,144,11,11002059,42828,906.18,3
22740,"2019-10-25","2019-10-29",3,2756,11,11002059,42884,498.0,1
22741,"2019-12-30","2020-01-04",2,412,11,11002059,42836,823.24,1
22777,"2019-07-06","2019-07-13",2,856,11,11002059,42898,515.0,1
22778,"2019-08-01","2019-08-06",2,77,11,11002059,42901,196.0,1
22779,"2019-10-01","2019-10-04",2,558,11,11002059,42928,123.0,3
22780,"2020-01-02","2020-01-05",2,1828,11,11002059,42926,79.0,2
22781,"2020-01-16","2020-01-20",2,852,11,11002059,42940,2162.0,2
22782,"2020-04-07","2020-04-08",3,1203,11,11002059,42895,515.0,1
22783,"2020-04-17","2020-04-24",3,1244,11,11002059,42934,1789.0,2
22784,"2020-05-12","2020-05-17",2,1821,11,11002059,42940,2162.0,3
22820,"2019-04-30","2019-05-05",1,591,11,11002059,42969,3839.0,2
22821,"2019-07-08","2019-07-16",2,2740,11,11002059,42969,3839.0,3
22822,"2019-07-30","2019-07-31",2,339,11,11002059,42979,113.0,1
22823,"2019-10-02","2019-10-03",1,1512,11,11002059,43004,373.0,1
22824,"2019-10-16","2019-10-19",2,903,11,11002059,42982,13.0,1
22825,"2020-02-25","2020-03-01",2,1543,11,11002059,42971,2762.0,2
22826,"2020-03-07","2020-03-14",2,130,11,11002059,42976,216.0,2
22827,"2020-03-27","2020-04-03",2,193,11,11002059,42954,2554.0,1
22828,"2020-05-11","2020-05-16",3,1379,11,11002059,42978,112.0,2
22843,"2019-03-07","2019-03-15",3,1835,11,11002059,43027,461.0,2
22844,"2019-05-07","2019-05-11",1,909,11,11002059,43031,1191.0,1
22845,"2020-03-16","2020-03-20",2,599,11,11002059,43038,1163.0,2
22846,"2020-03-31","2020-04-05",2,1325,11,11002059,43037,1137.0,2
22847,"2020-02-15","2020-02-18",3,1070,11,11002059,42928,123.0,2
22848,"2020-02-25","2020-03-04",2,576,11,11002059,42848,1588.0,2
22849,"2020-05-29","2020-06-01",2,214,11,11002059,42774,6048.9,3
22850,"2020-05-28","2020-06-04",1,1668,11,11002059,42866,199.0,2
22851,"2020-05-07","2020-05-08",2,585,11,11002059,42981,52.0,3
22852,"2020-05-19","2020-05-22",2,1806,11,11002059,43026,530.0,2
22856,"2019-06-05","2019-06-13",2,2691,11,11002784,42777,2557.5,2
22864,"2019-08-26","2019-08-29",2,497,11,11002784,42975,215.0,2
22865,"2019-11-25","2019-12-03",3,715,11,11002784,42993,507.0,3
22866,"2019-12-17","2019-12-20",3,864,11,11002784,42973,123.0,2
22867,"2019-10-08","2019-10-11",2,541,11,11002784,43042,1121.0,1
22881,"2019-03-30","2019-04-08",1,2837,11,11002784,42838,897.38,3
22882,"2020-04-04","2020-04-10",2,398,11,11002784,42844,1810.38,2
22890,"2020-05-13","2020-05-19",2,1387,11,11002784,42992,570.0,2
22923,"2019-05-02","2019-05-04",1,68,11,11002784,42755,1079.32,1
22924,"2019-06-17","2019-06-25",1,1462,11,11002784,42782,3373.92,1
22925,"2019-07-08","2019-07-09",2,2785,11,11002784,42760,1637.24,1
22926,"2019-09-24","2019-09-28",2,625,11,11002784,42783,2452.34,2
22927,"2019-10-10","2019-10-15",2,1403,11,11002784,42785,1597.42,1
22928,"2019-11-21","2019-11-26",1,360,11,11002784,42759,1800.48,2
22929,"2019-12-06","2019-12-13",3,993,11,11002784,42794,305.36,10
22930,"2020-02-07","2020-02-10",2,1013,11,11002784,42797,4845.5,2
22931,"2020-03-23","2020-03-27",2,3263,11,11002784,42796,457.82,2
22932,"2020-03-27","2020-03-28",2,292,11,11002784,42789,218.02,1
22933,"2020-05-12","2020-05-15",2,1251,11,11002784,42796,457.82,3
22969,"2019-01-28","2019-01-31",1,998,11,11002784,42855,1130.0,2
22970,"2019-06-03","2019-06-05",2,1143,11,11002784,42884,498.0,2
22971,"2019-07-04","2019-07-11",2,1304,11,11002784,42844,1810.38,3
22972,"2019-08-15","2019-08-20",1,3271,11,11002784,42824,584.76,1
22973,"2019-09-19","2019-09-23",3,2646,11,11002784,42835,818.84,3
22974,"2019-10-25","2019-10-29",1,2756,11,11002784,42884,498.0,2
23007,"2019-04-26","2019-05-01",1,880,11,11002784,42887,498.0,1
23008,"2019-06-27","2019-07-02",2,996,11,11002784,42923,753.0,2
23009,"2019-07-31","2019-08-02",3,1245,11,11002784,42898,515.0,3
23010,"2019-10-15","2019-10-20",2,303,11,11002784,42935,2456.0,2
23011,"2020-04-07","2020-04-08",2,1203,11,11002784,42895,515.0,2
23049,"2019-02-13","2019-02-18",3,3324,11,11002784,42992,570.0,2
23050,"2019-05-10","2019-05-14",2,2937,11,11002784,42983,354.0,1
