pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,76.0,79824.0
Argentina,Capital Federal,Villa Devoto,Departamento,3.0,2.0,1.0,70.0,184900.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,2.0,95.0,350000.0
Colombia,Antioquia,La Estrella,Apartamento,3.0,3.0,2.0,87.0,96339.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,3.0,107.0,370000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,40.0,68000.0
Argentina,Río Negro,General Roca,Departamento,4.0,2.0,2.0,95.0,180000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,45.0,55000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,1.0,66.0,49546.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,68.0,44041.0
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,2.0,1.0,1.0,38.0,71000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,58.0,59180.0
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,2.0,125.0,52298.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,150.0,385356.0
Colombia,Antioquia,Bello,Apartamento,4.0,4.0,2.0,107.0,79824.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,65.0,50922.0
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,3.0,4.0,335.0,2300001.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,3.0,140.0,130746.0
Colombia,Tolima,Ibagué,Apartamento,3.0,3.0,2.0,68.0,57803.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,240.0,440407.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,68.0,152000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,39.0,58888.0
Argentina,Capital Federal,Once,Departamento,1.0,1.0,1.0,50.0,109000.0
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,2.0,78.0,105973.0
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,36.0,85000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,42.0,114000.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,1.0,75.0,175000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,160.0,232590.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,91.0,96339.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,49.0,209000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,1.0,110.0,360000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,122.0,324900.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45.0,95000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,70.0,61932.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,78.0,220204.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,30.0,53000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,25.0,75000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,50.0,58904.0
Argentina,Capital Federal,Paternal,Departamento,3.0,2.0,1.0,47.0,110000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,34.0,65000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,1.0,1.0,1.0,38.0,89000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,76.0,470000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,28.0,98000.0
Argentina,Capital Federal,Abasto,Departamento,4.0,3.0,2.0,85.0,195000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,75.0,82576.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,151.0,77071.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,32.0,45000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,235.0,159648.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,42.0,100000.0
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,36.0,95000.0
Argentina,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,Departamento,2.0,1.0,1.0,56.0,110000.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,4.0,3.0,1.0,101.0,59000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,100.0,53675.0
Argentina,Capital Federal,Monserrat,Departamento,1.0,1.0,1.0,22.0,130921.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,84.0,115607.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,97.0,82576.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,105.0,82576.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,56.0,33306.0
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,3.0,2.0,1.0,70.0,165000.0
Argentina,Capital Federal,Retiro,Departamento,5.0,3.0,3.0,133.0,330000.0
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,40.0,85000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,58.0,39637.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,39.0,75000.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,1.0,55.0,168000.0
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,80.0,160000.0
Argentina,Santa Fe,Rosario,Departamento,6.0,3.0,3.0,122.0,350000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,37.0,145000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,48.0,85000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,63001.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32.0,85000.0
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,32.0,63000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,77000.0
Argentina,Mendoza,Mendoza,Departamento,5.0,3.0,2.0,115.0,89000.0
Argentina,Capital Federal,Almagro,Departamento,1.0,1.0,1.0,30.0,69000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,60.0,140000.0
Argentina,Capital Federal,Las Cañitas,Departamento,3.0,2.0,2.0,76.0,450000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,100.0,190000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,60.0,98000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,3.0,180.0,539000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,3.0,2.0,1.0,54.0,205000.0
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,80.0,71000.0
Argentina,Córdoba,Córdoba,Departamento,8.0,3.0,2.0,82.0,150000.0
Colombia,Atlántico,Puerto Colombia,Apartamento,2.0,2.0,2.0,60.0,52298.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,58.0,115607.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,105.0,137352.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,70.0,63309.0
Argentina,Río Negro,Cipolletti,Departamento,5.0,3.0,2.0,110.0,145000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,42.0,135000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,71.0,145000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,185.0,178915.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,84.0,101844.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,38.0,120000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,80.0,82576.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,42.0,50922.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,1.0,63.0,129000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65.0,133000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,72.0,74319.0
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,3.0,135.0,170658.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,30.0,90000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,49.0,153000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,80.0,45417.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,4.0,3.0,3.0,100.0,230000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,129.0,176163.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,60.0,53675.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,50.0,149000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,31.0,59900.0
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,2.0,1.0,1.0,45.0,88000.0
Colombia,Risaralda,Pereira,Apartamento,4.0,4.0,4.0,134.0,99092.0
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,33.0,75000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,4.0,3.0,1.0,64.0,159000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,60000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,75000.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,1.0,81.0,210000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,2.0,51.0,215001.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,42.0,63978.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,35.0,84000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30.0,55000.0
Argentina,Capital Federal,Constitución,Departamento,4.0,3.0,1.0,72.0,100000.0
Colombia,Antioquia,Copacabana,Apartamento,3.0,3.0,2.0,65.0,60143.0
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,42.0,97000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,50.0,95000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,70000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,97.0,235000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,4.0,145.0,895000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,75.0,83677.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,62.0,186000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,5.0,247.0,371594.0
Argentina,Capital Federal,Boedo,Departamento,3.0,2.0,1.0,70.0,135000.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,42.0,99000.0
Colombia,Norte de Santander,Los Patios,Apartamento,3.0,3.0,2.0,45.0,27525.0
Argentina,Capital Federal,Almagro,Departamento,1.0,1.0,1.0,43.0,139500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,69.0,41288.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,41.0,77000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,60.0,155000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,90.0,233000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,1.0,88.0,115000.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,38.0,75000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,136.0,165153.0
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,2.0,1.0,2.0,50.0,80000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,2.0,49.0,280000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,44041.0
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,30.0,109500.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,3.0,135.0,220000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,2.0,101.0,250000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,208.0,233966.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,58.0,20644.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,29.0,60900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,136.0,181668.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,38.0,185000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Colegiales,Departamento,1.0,1.0,1.0,74.0,109652.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,38.0,138000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,55.0,39912.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42.0,119000.0
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,3.0,3.0,179.0,1200000.0
Argentina,Entre Ríos,Gualeguaychú,Departamento,4.0,3.0,1.0,120.0,155000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,60.0,66061.0
Argentina,Capital Federal,Boca,Departamento,3.0,2.0,1.0,56.0,89000.0
Argentina,Santa Fe,Santa Fe,Departamento,2.0,1.0,1.0,50.0,60000.0
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,28.0,66000.0
Colombia,Santander,Piedecuesta,Apartamento,3.0,3.0,2.0,64.0,45417.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,184.0,269750.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,118.0,52298.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,2.0,1.0,1.0,50.0,105000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,35.0,69000.0
Argentina,Capital Federal,San Cristobal,Departamento,4.0,3.0,2.0,83.0,151500.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,61.0,113000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,3.0,87.0,115607.0
Argentina,Capital Federal,Flores,Departamento,1.0,1.0,1.0,34.0,79000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,2.0,84.0,225000.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,90.0,189500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,76.0,86980.0
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,2.0,98.0,350000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,53.0,45417.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,53.0,99900.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,24773.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,2.0,83.0,140000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,38.0,110000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,2.0,2.0,55.0,99900.0
Argentina,Capital Federal,Parque Patricios,Departamento,3.0,2.0,1.0,60.0,79000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,45.0,17892.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,3.0,118.0,140380.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,48.0,26149.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,74.0,68814.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60.0,20701.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,1.0,53.0,145000.0
Argentina,Neuquén,Confluencia,Departamento,1.0,1.0,1.0,43.0,108000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40.0,87000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,93.0,134875.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,43.0,120000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,90.0,107349.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,330.0,264244.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38.0,69000.0
Colombia,Meta,San Martín,Apartamento,2.0,2.0,1.0,36.0,57528.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,238.0,434902.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,1.0,68.0,45417.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,47.0,44158.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,2.0,1.0,1.0,43.0,105000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,42.0,100000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,69000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,53.0,129000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,130.0,82576.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,43.0,120000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,125.0,88081.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46.0,90000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,4.0,3.0,1.0,72.0,70000.0
Argentina,Capital Federal,Balvanera,Departamento,5.0,3.0,3.0,115.0,189000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,134.0,140655.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,59.0,130000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,79.0,71566.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,50.0,150000.0
Argentina,Buenos Aires Costa Atlántica,Villa Gesell,Departamento,3.0,2.0,1.0,41.0,39900.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,45.0,100000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,82.0,95000.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100.0,165000.0
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,4.0,3.0,1.0,150.0,155000.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,2.0,1.0,1.0,34.0,62000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,231.0,302780.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,39.0,89000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,84.0,90834.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,149.0,419900.0
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,3.0,2.0,1.0,51.0,96200.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,97.0,88081.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,44.0,95000.0
Argentina,Capital Federal,Floresta,Departamento,2.0,1.0,1.0,50.0,102000.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,1.0,69.0,190000.0
Argentina,Capital Federal,Colegiales,Departamento,2.0,1.0,1.0,35.0,95000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,70.0,110102.0
Argentina,Santa Fe,Rosario,Departamento,5.0,3.0,2.0,75.0,160000.0
Argentina,Capital Federal,Monserrat,Departamento,4.0,3.0,1.0,87.0,149000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,1.0,48.0,31654.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,66.0,64685.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,29.0,35000.0
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,3.0,255.0,1000000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,170.0,830000.0
Argentina,Buenos Aires Interior,Mercedes,Departamento,3.0,2.0,1.0,50.0,37000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101.0,230000.0
Argentina,Santa Fe,Rosario,Departamento,7.0,5.0,4.0,320.0,750000.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,35.0,107000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,71.0,135900.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,76.0,39912.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,103.0,126617.0
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,44.0,70000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,75.0,68814.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,49.0,125000.0
Argentina,Capital Federal,Parque Patricios,Departamento,2.0,1.0,1.0,37.0,69000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,107.0,140380.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,2.0,1.0,1.0,45.0,80000.0
Argentina,Buenos Aires Costa Atlántica,Monte Hermoso,Departamento,2.0,1.0,1.0,35.0,80000.0
Argentina,Capital Federal,Barrio Norte,Departamento,6.0,4.0,2.0,161.0,470000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,53.0,46793.0
Argentina,Capital Federal,Balvanera,Departamento,5.0,4.0,1.0,130.0,250000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,117.0,145885.0
Argentina,Capital Federal,Villa Luro,Departamento,2.0,1.0,1.0,51.0,108000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,96.0,156895.0
Argentina,Capital Federal,San Telmo,Departamento,1.0,1.0,1.0,29.0,73000.0
Colombia,Valle del Cauca,Jamundí,Apartamento,2.0,2.0,2.0,60.0,42664.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,64.0,140000.0
Argentina,Capital Federal,San Nicolás,Departamento,4.0,3.0,1.0,93.0,179000.0
Argentina,Capital Federal,Villa Lugano,Departamento,4.0,3.0,1.0,70.0,54500.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,50.0,59000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,62.0,72942.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,105100.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,85.0,165153.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45.0,72000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,138.0,167286.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,91.0,85329.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,110.0,98325.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,46.0,129999.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,120.0,910000.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,1.0,38.0,75000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,24.0,78900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,32.0,55900.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,47.0,178000.0
Argentina,Capital Federal,Parque Centenario,Departamento,4.0,3.0,3.0,101.0,250000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,1.0,76.0,64782.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,98000.0
Argentina,Capital Federal,Retiro,Departamento,1.0,1.0,1.0,34.0,139000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,30.0,99000.0
Argentina,Córdoba,Córdoba,Departamento,5.0,3.0,1.0,80.0,24999.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,53.0,68814.0
Argentina,Capital Federal,Boedo,Departamento,3.0,2.0,1.0,51.0,96000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,3.0,2.0,1.0,75.0,170000.0
Argentina,Río Negro,General Fernández Oro,Departamento,4.0,2.0,1.0,74.0,115000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,4.0,3.0,2.0,108.0,150000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,82.0,99092.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100.0,180000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,28.0,41000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,49.0,125000.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,63.0,69000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,60.0,55051.0
